Category,Subclass,Index,QuestionType,AnswerType,Question,Answer
nature,other natural phenomena,6,AD,open,"Analyze this video. There is a beam of light in the sky in the video. At the end of the video, the direction of the light changes. Was the change in the direction of the light rapid (less than 1 second) or slow (several seconds)?",The direction of the light is changing rapidly.
nature,other natural phenomena,7,TC,open,"Analyze this video. In the video, the car owner turned on the windshield wipers because of the rain. How many times did the wipers swing? (Each time you move left or right counts as one movement.)",The wiper blade moved 9 times.
nature,other natural phenomena,8,AD,open,"In the video, a tall person rescued a short person from the tornado. What was blown away?",The tall man's hat was blown off.
nature,other natural phenomena,9,TC,open,"Analyzing this video, how many people escaped as the tsunami approached?",Six people escaped in this video.
nature,other natural phenomena,10,AD,open,"Analyzing this video, what color were the fireworks that appeared simultaneously with the lightning?",The fireworks that appeared simultaneously with the lightning were green and yellow-green.
nature,other natural phenomena,11,TR,open,"Analyzing this video, why does the pool water splash so much?","Because it was hail from the sky, the hailstones fell onto the water and created waves."
nature,other natural phenomena,12,TC,open,"Analyze this video. In the video, how many distinct lava streams can be observed that have obvious jumps (count only the number of jumps, regardless of how many blocks the lava jumps over each time)?",There are two instances of lava erupting in the video.
nature,other natural phenomena,13,TC,open,"Analyzing this video, besides the fish inside the cave and the one at the cave entrance, how many other fish are there?","Besides those fish, there were five other fish."
nature,other natural phenomena,14,TR,closed,"Analyzing this video, why did the white, hair-like object disappear when rubbed between your fingers? (a) It fell to the ground. (b) It was blown away by the wind. (c) It was made of ice and melted. (d) It turned transparent after being rubbed between your fingers.",(c)
nature,other natural phenomena,15,TC,open,"Analyzing this video, how many obvious changes in lighting occur? (Count a change from bright to dark as one change, and a change from dark to bright as another change.)",There were two obvious changes in lighting in the video.
nature,other natural phenomena,16,AD,open,"Analyzing this video, what color is the sun at the fourth second?","At the fourth second of the video, the sun is green."
nature,other natural phenomena,17,AD,open,"Analyzing this video, what kind of animal is following behind the yacht?",There was a small whale following behind the yacht.
nature,other natural phenomena,18,TC,open,"Analyzing this video, how many utility poles appear in the video?",Four utility poles appeared in the video.
nature,other natural phenomena,19,AD,closed,Analyze this video. How does the missile's color change? (a) Yellow-Orange-Red-Green (b) Green-Yellow-Orange-Red (c) Green-Red (d) Yellow-Red-Green-Orange,(b)
nature,other natural phenomena,20,TR,open,Analyze this video. What is falling from the sky in the video?,Hail fell from the sky.
nature,other natural phenomena,21,AD,closed,"Analyze this video. What changes occurred at the location indicated by the red arrow? (a) No change. (b) A mushroom cloud appeared, accompanied by a shock wave. (c) A small area turned red. (d) A small area turned blue.",(b)
nature,other natural phenomena,22,TC,open,Analyze this video. How many times did the red light flash (counting as one complete cycle each time it appears and disappears)?,The red light flashed four times in the video.
